account_id,in_degree,out_degree,unique_senders,unique_receivers,total_in,total_out,pass_through_ratio,velocity_hours,in_span_hours,avg_in_amount,avg_out_amount,is_passthrough,label
ACC_039bdc6b,15,15,4,4,23780.020000000008,40893.55,1.7196600339276413,623.3776395172222,686.0217353052777,1585.334666666667,2726.2366666666667,0,0
ACC_03efeed1,15,11,6,5,32147.87,173286.44999999998,5.3902933538054,589.1793385908334,573.2075534569444,2143.191333333333,15753.313636363635,0,0
ACC_04792658,2,5,1,1,13730.21,24422.45,1.7787382713010218,621.856594238889,97.88212988083333,6865.105,4884.49,0,0
ACC_047cde47,14,15,5,2,84722.10000000002,24679.27,0.2912967218706807,623.4058907980556,669.7986351894446,6051.578571428573,1645.2846666666667,0,0
ACC_0487d41a,5,15,4,4,6789.920000000001,134590.40999999997,19.822090687371862,506.51035011361114,435.2768251236111,1357.9840000000002,8972.693999999998,0,0
ACC_04aa31ff,11,14,3,4,200813.36,39513.88,0.19676917910242625,597.9060696822222,597.9196183722222,18255.76,2822.4199999999996,0,0
ACC_04c75b87,20,8,6,5,640822.8500000001,49658.03,0.07749104140091133,631.8128476769444,711.8266287494445,32041.142500000005,6207.25375,0,0
ACC_04cf91bc,7,7,3,3,174019.52,24622.36,0.14149194297283432,524.310866895,443.9862700055556,24859.931428571428,3517.48,0,0
ACC_051379f0,15,10,8,2,30524.709999999995,27642.649999999998,0.9055827229808244,457.7906502372222,686.8254882302778,2034.9806666666664,2764.265,0,0
ACC_053d8089,8,3,3,3,7917.219999999999,45075.06,5.693293858197701,413.94925309333337,624.3482832088889,989.6524999999999,15025.019999999999,0,0
ACC_054d9438,9,7,4,5,6284.340000000001,130471.16,20.761314632881096,569.7394707852778,586.1337527791667,698.2600000000001,18638.737142857142,0,0
ACC_058c47bf,10,13,4,3,7641.469999999999,201477.57,26.366336581835697,669.4149481402777,670.5582691458334,764.1469999999999,15498.274615384616,0,0
ACC_05bb8cd4,0,12,0,3,0.0,16934.24,0.0,999999.0,999999.0,0.0,1411.1866666666667,0,0
ACC_06a9ccb7,5,6,3,3,2642.1,23190.08,8.777139396692027,401.42602050666665,520.7251516141666,528.42,3865.013333333334,0,0
ACC_06c9c47f,6,13,2,2,3692.5099999999998,16126.52,4.367359871740361,439.28882195694445,525.3184843036112,615.4183333333333,1240.5015384615385,0,0
ACC_06dc2843,6,12,2,2,37113.560000000005,20588.62,0.5547465670229424,527.6407663455556,244.66755779805555,6185.593333333334,1715.7183333333332,0,0
ACC_06e3fff2,12,9,4,4,389024.04,97894.02,0.25164002718186773,623.2840925752778,608.4350956205556,32418.67,10877.113333333335,0,0
ACC_06ea802d,4,3,4,2,5459.26,140357.18,25.70992771914142,564.1208243869444,546.6871307802778,1364.815,46785.72666666666,0,0
ACC_06fa77c9,5,12,3,2,153316.62,72512.35,0.4729581828767162,415.76772491472224,397.52422454749995,30663.324,6042.695833333334,0,0
ACC_071c7081,11,9,4,3,322191.93,5623.79,0.017454782309414142,679.0996618761111,699.3155509647222,29290.175454545453,624.8655555555556,0,0
ACC_075bfc2e,8,7,3,3,21912.909999999996,138027.62000000002,6.298917852535334,572.0490358261111,399.39457687861113,2739.1137499999995,19718.23142857143,0,0
ACC_0764349a,10,9,3,3,101151.37,48669.509999999995,0.4811552231077048,678.8240607838889,659.5099801030556,10115.136999999999,5407.723333333332,0,0
ACC_0776cd25,17,12,5,6,14835.839999999998,78541.68000000001,5.2940500841206175,695.3572224530556,603.9114096441667,872.6964705882352,6545.14,0,0
ACC_07a809fc,9,10,3,3,6063.66,8683.31,1.43202455282783,630.1027064533333,602.9008532111111,673.74,868.3309999999999,0,0
ACC_07b0ba85,10,3,5,1,7446.299999999999,2430.9500000000003,0.3264641499805273,169.22143417277778,527.4030375933334,744.6299999999999,810.3166666666667,0,0
ACC_07df4ed3,7,6,2,4,4860.91,23609.08,4.856925966537131,534.9596308761112,592.6876477055556,694.4157142857142,3934.846666666667,0,0
ACC_0854b2da,6,10,1,6,12154.419999999998,98444.72,8.099499605904684,547.8776616597222,621.4658168836112,2025.7366666666665,9844.472,0,0
ACC_08550f65,10,3,3,2,423303.88,1101.69,0.0026025983981058714,659.7835155688889,629.7245198283333,42330.388,367.23,0,0
ACC_086ec66c,19,11,7,5,528013.04,8358.28,0.015829684812329634,606.4424922113889,602.3182557838888,27790.160000000003,759.8436363636364,0,0
ACC_08848e27,13,14,3,2,88137.03000000001,89047.36,1.01032857585512,645.9377421061112,636.4948206958334,6779.771538461539,6360.5257142857145,0,0
ACC_08feec81,14,12,4,4,8719.75,13302.560000000001,1.525566673356461,617.257065371111,636.9414391361111,622.8392857142857,1108.5466666666669,0,0
ACC_09422d2b,9,8,2,4,239001.58000000002,13307.17,0.05567816748324425,557.1638750777778,619.5170369569445,26555.731111111112,1663.39625,0,0
ACC_09a459ed,4,3,3,2,34290.73,97040.01,2.829919631340598,324.0526661566667,411.3123881811111,8572.6825,32346.67,0,0
ACC_0a01d9b5,13,4,6,2,480112.76999999996,2398.92,0.004996576116898537,663.9394046872221,649.508701095,36931.75153846153,599.73,0,0
ACC_0a0c2ef6,15,10,5,2,15928.960000000003,20609.72,1.2938522037848044,619.480239545,708.9385314291667,1061.9306666666669,2060.972,0,0
ACC_0a275a7f,0,11,0,4,0.0,10043.5,0.0,999999.0,999999.0,0.0,913.0454545454545,0,0
ACC_0a430b21,19,5,5,3,14746.86,70531.42,4.782809357381843,714.4680259088889,680.4748504741667,776.1505263157895,14106.284,0,0
ACC_0a491bb2,11,10,5,5,100752.29,121746.42,1.2083737253019262,698.7204869813888,611.2416518683333,9159.29909090909,12174.642,0,0
ACC_0a6c7697,15,6,4,3,77940.34999999999,84041.67000000001,1.0782819168761755,685.7685587463889,652.6601693069445,5196.023333333333,14006.945000000002,0,0
ACC_0ad51580,10,14,3,3,261720.62,151183.72,0.5776530714316663,582.2003508188889,340.94275358972226,26172.061999999998,10798.837142857143,0,0
ACC_0ad55a21,1,9,1,3,3311.19,76587.53,23.129910998764792,153.56929103777776,999999.0,3311.19,8509.725555555555,0,0
ACC_0adbfe55,5,15,3,3,2746.4300000000003,27590.940000000002,10.046110769253175,588.7591013180555,443.8233016911111,549.2860000000001,1839.3960000000002,0,0
ACC_0b008e36,7,7,4,4,33163.880000000005,34257.95,1.0329898069827774,498.30974154,427.3649000113889,4737.697142857143,4893.992857142856,0,0
ACC_0b6d50f2,2,7,2,1,3298.51,11554.369999999999,3.5029058574932312,332.07068681388887,292.42815293833337,1649.255,1650.6242857142856,0,0
ACC_0b894468,2,12,2,3,1111.79,72663.81999999999,65.35750456471095,317.32701650416664,35.627938585277775,555.895,6055.318333333333,0,0
ACC_0bd94ef4,6,7,2,4,7168.370000000001,148821.05,20.7607935974287,661.2246113516667,618.7488489322222,1194.7283333333335,21260.149999999998,0,0
ACC_0c01ab8c,11,4,4,2,46049.119999999995,82952.73000000001,1.801396639067153,293.11279949222217,651.1931487077777,4186.283636363636,20738.182500000003,0,0
ACC_0c52dfef,12,9,4,6,385046.3299999999,19128.62,0.04967874904819896,626.4549561966667,624.8812007833333,32087.194166666657,2125.402222222222,0,0
ACC_0c5d1c87,17,4,6,2,69640.48,58348.32,0.8378506294040478,323.5789435786111,669.4209748094445,4096.498823529411,14587.08,0,0
ACC_0c64cbb9,6,8,2,3,6058.69,7903.27,1.3044519524847782,548.1573298758333,646.3855117525,1009.7816666666666,987.90875,0,0
ACC_0c6d5554,5,13,3,4,51748.649999999994,107644.06999999999,2.0801329116798217,559.4164595569445,351.2898015266667,10349.73,8280.313076923076,0,0
ACC_0cfd9b22,5,4,2,2,6854.74,32154.170000000002,4.690793523897333,356.1204100105556,591.5466250344444,1370.9479999999999,8038.5425000000005,0,0
ACC_0d19a997,11,10,4,3,58496.579999999994,28870.62,0.4935437251203404,637.7696253402778,632.583675526111,5317.870909090909,2887.062,0,0
ACC_0d589e3d,11,10,5,4,54766.57,11278.960000000001,0.20594607257675623,408.95884931222224,471.78837853722223,4978.779090909091,1127.8960000000002,0,0
ACC_0d96181f,7,15,3,2,16353.259999999998,9427.470000000001,0.5764887245723483,596.2488751702778,530.3045821191666,2336.18,628.498,0,0
ACC_0dbfa263,6,8,4,5,168735.12,15656.51,0.09278750031410178,460.43094623222225,319.6357107538889,28122.52,1957.06375,0,0
ACC_0df45652,11,12,5,4,45264.95999999999,130835.75999999998,2.890442408432483,405.0909434183333,360.81464253,4114.996363636363,10902.979999999998,0,0
ACC_0e4d57b2,3,13,1,4,52373.96000000001,40627.39000000001,0.775717360306534,331.9706802130556,213.48429747555556,17457.986666666668,3125.183846153847,0,0
ACC_0e4e3baf,7,14,3,5,4195.67,236633.34000000003,56.39941654133905,457.3475485213889,357.0749758302778,599.3814285714286,16902.38142857143,0,0
ACC_0e55b2c9,7,13,3,3,7809.03,108805.34,13.933272122145773,630.8291520330556,651.5827325055556,1115.5757142857142,8369.641538461537,0,0
ACC_0e63e29a,3,14,1,5,6266.49,176472.23,28.16125614179549,654.3787674919445,471.21403783166664,2088.83,12605.159285714286,0,0
ACC_0e7aaceb,11,14,4,5,346363.44,201774.56,0.5825515533625605,487.74909779055554,486.13067898527777,31487.585454545453,14412.468571428572,0,0
ACC_0eb12c66,7,8,5,4,223731.61,206453.69,0.9227738986010963,683.7914000155556,685.9621646122222,31961.65857142857,25806.71125,0,0
ACC_104bb947,5,13,2,4,40113.98,126112.45,3.1438528413286337,667.7969753474999,384.33134050222225,8022.796,9700.957692307693,0,0
ACC_107ddb22,8,14,5,5,293144.8,111155.87,0.3791841779216278,630.0207727866666,675.0926733691667,36643.1,7939.705,0,0
ACC_10ac5398,8,14,2,2,8864.119999999999,16404.300000000003,1.8506405599202183,542.4039437933334,625.6089107772221,1108.0149999999999,1171.7357142857145,0,0
ACC_10f086a0,7,12,3,4,292974.8,153319.77000000002,0.5233206746791875,588.6802892638889,560.9548324633333,41853.54285714286,12776.647500000001,0,0
ACC_10fb40b5,11,6,4,4,53266.53999999999,189777.43,3.5627887600733974,497.36959947972224,667.42199389,4842.412727272726,31629.571666666667,0,0
ACC_112446b5,9,7,5,4,112482.16,30627.34,0.27228620076285875,681.4033395058333,651.1841210072222,12498.017777777779,4375.334285714286,0,0
ACC_114d6b16,9,5,5,4,12714.97,65630.52,5.16167320882393,554.4249649152778,542.6351854830556,1412.7744444444443,13126.104000000001,0,0
ACC_1186f145,9,9,4,5,78116.65,77824.52,0.9962603363047444,651.4079464255556,642.2295004538889,8679.627777777778,8647.16888888889,0,0
ACC_11a39c34,21,6,6,2,68192.56999999999,2549.19,0.03738222507232093,590.6401044030556,711.6445618216666,3247.2652380952377,424.865,0,0
ACC_11b7df6d,9,10,3,4,8620.17,59744.3,6.930756586007004,515.8197661208334,641.2226350669443,957.7966666666666,5974.43,0,0
ACC_1204f90a,15,3,4,2,37182.159999999996,4776.45,0.12846079948018083,499.5737550775,574.8513086033333,2478.8106666666663,1592.1499999999999,0,0
ACC_121f131d,5,15,4,4,8788.509999999998,20688.41,2.3540292950682202,542.8295456344445,106.11247453583333,1757.7019999999998,1379.2273333333333,0,0
ACC_1266e0e2,12,9,7,4,8412.939999999999,6244.700000000001,0.74227321245605,595.8618564138889,611.3382599483333,701.0783333333333,693.8555555555556,0,0
ACC_12adb0e4,11,5,3,3,60111.020000000004,103942.41,1.7291739517978566,522.4283190088888,581.0536649255555,5464.638181818183,20788.482,0,0
ACC_12b878b6,25,13,5,5,40494.32,12592.929999999998,0.3109801572171109,599.5162747480556,686.1687772441667,1619.7728,968.686923076923,0,0
ACC_12ea0a24,22,13,8,2,82743.14,8342.79,0.1008275731377852,652.4077952630555,669.5688962086111,3761.0518181818184,641.753076923077,0,0
ACC_12f99410,25,10,5,2,31965.969999999998,10491.74,0.32821591210903345,581.2460411369444,694.8741442330555,1278.6388,1049.174,0,0
ACC_130213f5,16,10,3,5,72615.61,187025.65000000002,2.5755571012899297,640.4726086969445,699.2171995741667,4538.475625,18702.565000000002,0,0
ACC_13054b99,9,9,4,2,21950.469999999998,5672.219999999999,0.2584099565977403,692.9317356997223,674.0193477813889,2438.941111111111,630.2466666666666,0,0
ACC_13789ba6,9,15,4,2,6322.51,265201.41,41.945589647149625,644.8702141263889,585.7238855938889,702.5011111111112,17680.093999999997,0,0
ACC_1385ed4a,6,9,3,5,238307.9,12529.3,0.0525761000789315,611.613581176389,601.6672332775,39717.98333333333,1392.1444444444444,0,0
ACC_13bbf6f2,3,14,2,3,954.91,88660.33,92.84679184425758,638.2346964361111,552.6060169327777,318.30333333333334,6332.880714285714,0,0
ACC_13d54e8d,6,14,2,3,4425.0,246477.23,55.701068926553674,497.9598599202778,545.2902026591667,737.5,17605.51642857143,0,0
ACC_13e41903,12,14,3,2,15900.49,53859.91,3.3873113344305743,683.1214963075,435.8153715605556,1325.0408333333332,3847.136428571429,0,0
ACC_13e9346d,13,11,6,2,42518.85999999999,56031.899999999994,1.3178128482278217,640.2238604469445,648.7671500522222,3270.681538461538,5093.809090909091,0,0
ACC_13f044fb,11,6,5,3,36578.86,153465.57,4.195471646738034,622.4295746297222,645.5810033886112,3325.350909090909,25577.595,0,0
ACC_1406a2aa,11,5,2,3,14667.64,79834.08,5.442871518526498,656.6471574411111,677.0364201494444,1333.421818181818,15966.816,0,0
ACC_142c10b6,12,4,4,3,12892.4,15765.8,1.2228754925382395,380.57342322,687.0769410702777,1074.3666666666666,3941.45,0,0
ACC_1437ff0f,4,14,1,3,13468.83,303539.87,22.536469017724627,640.5324338219444,602.7055336497223,3367.2075,21681.419285714284,0,0
ACC_146b60e3,5,9,3,4,4328.32,49247.0,11.377855611415054,628.5739014113889,516.210878965,865.664,5471.888888888889,0,0
ACC_147a3555,4,11,2,3,7096.3,32745.33,4.6144230091737946,521.9858125344444,478.20201135444444,1774.075,2976.848181818182,0,0
ACC_14c8ec4b,14,15,5,4,94722.58,11149.779999999999,0.11770984278510993,546.1322534786111,610.2249496394445,6765.898571428572,743.3186666666666,0,0
ACC_14c9fa40,2,9,2,5,1137.65,18626.469999999998,16.372759636091942,636.2142742711112,248.81104697722225,568.825,2069.6077777777773,0,0
ACC_14f3daf5,3,9,2,4,2978.6800000000003,245437.40999999997,82.39804544294786,693.0401846430556,591.6386313113888,992.8933333333334,27270.82333333333,0,0
ACC_150e99c6,12,11,4,3,80311.79000000001,46228.89000000001,0.5756177268617721,654.0738986194444,698.0653469019444,6692.649166666667,4202.626363636365,0,0
ACC_15188e68,1,4,1,2,1131.43,64305.50000000001,56.835597429801226,0.0,999999.0,1131.43,16076.375000000002,0,0
ACC_151a5a04,19,7,6,2,122824.97,87503.3,0.712422726421183,633.2740683147222,676.045503605,6464.472105263158,12500.471428571429,0,0
ACC_157276f6,6,5,3,4,171827.18,4313.09,0.02510132564591935,601.5765305177778,595.5403509716666,28637.86333333333,862.618,0,0
ACC_15961ac5,6,9,3,4,12805.38,48786.02000000001,3.8098065032041233,673.0111488341666,595.1313813938889,2134.23,5420.66888888889,0,0
ACC_16386a2d,14,8,7,2,31759.760000000002,195302.86,6.14938085174447,537.4710807655556,553.4138012241666,2268.554285714286,24412.8575,0,0
ACC_165abd4b,12,7,4,3,58052.31999999999,60863.340000000004,1.0484221819214117,486.1537707616667,699.6530575480556,4837.693333333333,8694.762857142858,0,0
ACC_1695e919,6,11,2,4,63672.409999999996,59514.630000000005,0.9347004456090167,439.68950473194445,509.9560142863889,10612.068333333333,5410.42090909091,0,0
ACC_16c61869,5,7,2,4,21139.930000000004,51759.11,2.448404985257756,390.0666565636111,268.5153607777778,4227.986000000001,7394.158571428571,0,0
ACC_16d2d8b6,12,10,4,2,11311.809999999998,107657.76000000001,9.517288568319309,563.5043361691667,581.5107464922222,942.6508333333331,10765.776000000002,0,0
ACC_1723aa29,16,10,4,6,16415.739999999998,140064.58,8.532334210946324,653.0387991863889,613.0443710708333,1025.9837499999999,14006.457999999999,0,0
ACC_176e71d5,16,8,3,5,61964.560000000005,26528.61,0.4281255285279198,533.2859859188889,659.3670974330555,3872.7850000000003,3316.07625,0,0
ACC_17b45370,5,10,2,4,161357.44,65363.590000000004,0.4050856905017829,678.9204980372223,667.3281161844444,32271.488,6536.359,0,0
ACC_18105687,4,13,2,3,3850.4500000000003,276523.51999999996,71.8158968432261,182.17532919222225,210.21035359916667,962.6125000000001,21271.039999999997,0,0
ACC_183972bc,7,14,2,2,5101.45,10217.43,2.0028482098226976,504.0994581538889,375.5675543119445,728.7785714285714,729.8164285714286,0,0
ACC_18822b26,4,6,2,4,2830.2200000000003,3423.41,1.2095914805209487,285.43831203555555,344.8107938519444,707.5550000000001,570.5683333333333,0,0
ACC_18fe710e,4,3,2,3,5422.42,13069.919999999998,2.4103481471372556,426.5211125683333,408.27605998111113,1355.605,4356.639999999999,0,0
ACC_196e44e8,11,5,4,2,94404.83,6404.87,0.06784472785979276,660.1563272494445,661.3190115358334,8582.257272727273,1280.974,0,0
ACC_196f17c6,7,4,3,3,50937.79,1932.6000000000001,0.0379403974927063,354.26917700999996,620.8011460647223,7276.827142857143,483.15000000000003,0,0
ACC_19a8bf36,14,3,4,2,27173.080000000005,4063.77,0.14955132064528567,68.42472567333333,578.8860426569444,1940.934285714286,1354.59,0,0
ACC_19b2151e,11,5,5,2,11338.92,5258.38,0.46374610633111446,455.60234982861107,577.0683982738889,1030.810909090909,1051.676,0,0
ACC_19bf15c5,12,15,3,2,14472.8,299943.85,20.724659361008236,595.1074687577777,594.3041673941667,1206.0666666666666,19996.256666666664,0,0
ACC_1a29a453,7,4,2,3,19587.93,18241.59,0.9312668566816402,388.21647777083336,581.5525147230555,2798.2757142857145,4560.3975,0,0
ACC_1a2f8ff6,2,7,1,5,2422.97,64656.5,26.684812440929935,648.7447113400001,22.50992579388889,1211.485,9236.642857142857,0,0
ACC_1a38b474,12,8,5,2,9517.45,17471.67,1.8357511728456675,556.8304088627777,629.7621208372221,793.1208333333334,2183.95875,0,0
ACC_1a5e2bb7,11,4,5,2,65571.19999999998,4089.11,0.062361372065785,570.8225201833334,471.15455015083336,5961.01818181818,1022.2775,0,0
ACC_1a632bc8,9,3,3,2,4882.37,1587.76,0.3252027191712222,278.06332003527774,601.0311923105555,542.4855555555555,529.2533333333333,0,0
ACC_1b804054,1,3,1,2,464.48,2874.2,6.187995177402686,538.6601653897222,999999.0,464.48,958.0666666666666,0,0
ACC_1bd1d86a,16,5,5,2,72644.61,181126.72,2.4933263458913193,596.5400840216666,583.1222558325001,4540.288125,36225.344,0,0
ACC_1beadda0,3,3,2,2,4659.610000000001,25714.579999999998,5.518612072684194,0.0,47.89861506444444,1553.2033333333336,8571.526666666667,0,0
ACC_1c33b4b0,8,8,5,2,5062.87,3962.83,0.7827240280710348,596.3786611088889,468.32378765722217,632.85875,495.35375,0,0
ACC_1c9a01b5,5,11,2,3,29283.730000000003,71984.87000000001,2.4581865083443946,578.6141501727778,616.6001894375,5856.746000000001,6544.079090909092,0,0
ACC_1c9c2fbf,15,10,5,6,47147.85999999999,3812.18,0.08085584372228136,642.0491726766667,657.8752185061111,3143.1906666666664,381.21799999999996,0,0
ACC_1cb28792,7,8,2,3,213181.2,83341.31,0.3909411805543828,556.2992206866667,591.7133050136111,30454.457142857143,10417.66375,0,0
ACC_1cda0489,10,3,3,2,14629.86,2353.2000000000003,0.16084911270511135,369.4471982186111,487.0757084047222,1462.986,784.4000000000001,0,0
ACC_1d639802,0,15,0,3,0.0,81118.84000000001,0.0,999999.0,999999.0,0.0,5407.922666666667,0,0
ACC_1d8cf29e,9,10,4,2,10509.93,154842.61000000002,14.73298204650269,570.0386664194444,675.8140897475,1167.77,15484.261000000002,0,0
ACC_1d9400b5,4,12,2,5,78690.95000000001,10046.92,0.12767567299670418,424.4841221672222,214.85936049555553,19672.737500000003,837.2433333333333,0,0
ACC_1e4da4d9,9,9,5,3,15190.21,130590.82,8.597038487288854,524.1134224713888,469.5422873319444,1687.801111111111,14510.091111111113,0,0
ACC_1e516013,2,10,1,5,2376.09,75104.2,31.608314499871636,338.0953527486111,254.5160644313889,1188.045,7510.42,0,0
ACC_1e68531b,3,3,2,3,29196.2,49905.17,1.7093036080037811,501.1021080486111,469.33854716972223,9732.066666666668,16635.056666666667,0,0
ACC_1f3c199f,9,15,4,2,16908.53,57068.23,3.3751148089159737,653.2716333369445,672.6515929794444,1878.7255555555555,3804.548666666667,0,0
ACC_1f711723,19,4,5,2,667685.22,3595.85,0.005385546800032506,610.0107399102777,657.9821619697221,35141.32736842105,898.9625,0,0
ACC_1f97c7b1,6,3,3,3,206343.19,5585.679999999999,0.027069853868208586,609.5896634863889,469.5948978886111,34390.53166666667,1861.8933333333332,0,0
ACC_1f9eeaca,17,12,4,6,64884.020000000004,67491.81999999999,1.0401917143851442,639.0422011705555,658.6387805355555,3816.7070588235297,5624.318333333333,0,0
ACC_1fba3b78,8,12,5,5,16855.309999999998,158016.85000000003,9.374900253985246,577.4073929880556,633.4090862408333,2106.9137499999997,13168.070833333337,0,0
ACC_2007946d,1,15,1,2,206.26,69624.25,337.55575487249104,663.3350136622223,999999.0,206.26,4641.616666666667,0,0
ACC_200c7a8a,9,12,4,2,24782.67,136619.02999999997,5.512684065114856,675.0976315438888,674.1303685411111,2753.6299999999997,11384.919166666665,0,0
ACC_209a32f0,10,13,3,6,308628.58,97599.62999999999,0.3162365261182227,511.2439834458333,533.3578036927778,30862.858,7507.663846153845,0,0
ACC_20d11e19,6,15,3,6,7449.119999999999,123673.94000000003,16.602489958545444,526.67365318,535.1543447194445,1241.5199999999998,8244.929333333335,0,0
ACC_210965d5,2,14,1,6,3057.7200000000003,97433.6,31.86478814279921,22.413937395833333,165.96457980694444,1528.8600000000001,6959.542857142857,0,0
ACC_213e1d55,2,12,2,2,6164.65,9566.25,1.5517912614665879,486.21225835916664,155.61231131138888,3082.325,797.1875,0,0
ACC_2161df92,19,14,5,5,36879.24,148893.09,4.037314489127216,523.2133146511111,555.4431275122222,1941.0126315789473,10635.220714285713,0,0
ACC_21b4444c,6,9,4,2,3893.04,28084.379999999997,7.213997287466864,638.685900786389,595.5021215147223,648.84,3120.486666666666,0,0
ACC_220020fa,9,6,4,4,8360.980000000001,3193.13,0.3819085800946779,561.1381980513888,639.5002960722222,928.997777777778,532.1883333333334,0,0
ACC_22017380,11,9,2,2,25541.82,85607.27,3.3516511352754033,581.3813819069444,569.4529737163889,2321.9836363636364,9511.91888888889,0,0
ACC_221505ff,14,9,3,4,27080.709999999995,77594.29000000001,2.865297475583174,634.4368718402778,632.4385732119445,1934.3364285714283,8621.587777777779,0,0
ACC_224487f6,10,10,4,2,7978.090000000001,66154.02,8.291962111232136,641.9023856616667,577.60870956,797.8090000000001,6615.402,0,0
ACC_22ccfee7,12,9,4,5,38849.0,79690.61,2.051291152925429,655.4564004363889,686.2451937208334,3237.4166666666665,8854.512222222222,0,0
ACC_23016225,13,11,3,4,24149.49,36016.24,1.4913871887149581,645.4317433205556,521.0050880758333,1857.6530769230772,3274.203636363636,0,0
ACC_23c263bf,11,7,4,3,353273.30000000005,119060.43,0.33702074286395256,675.0531100811111,657.426814735,32115.75454545455,17008.632857142857,0,0
ACC_24add713,11,5,4,3,7483.889999999999,189333.77999999997,25.29884592103839,648.3845762452778,601.085350195,680.3536363636363,37866.755999999994,0,0
ACC_24bddce2,8,12,5,4,79441.7,131893.1,1.660250221231419,604.5231999041666,530.5211412444444,9930.2125,10991.091666666667,0,0
ACC_24de9a8f,7,7,4,3,10788.369999999999,62569.79,5.799744539721942,562.9551995105555,603.2996073641667,1541.195714285714,8938.541428571429,0,0
ACC_25644e18,4,7,1,5,4509.58,54844.23,12.161715725189486,209.92028300555555,276.9545263608333,1127.395,7834.89,0,0
ACC_258c7548,5,3,3,2,6812.13,3176.09,0.46624036828422244,643.7797424919444,624.2266639674999,1362.426,1058.6966666666667,0,0
ACC_25f57f37,5,6,2,4,6539.64,31111.370000000003,4.757352086659204,360.4466321288889,355.3583455211111,1307.928,5185.2283333333335,0,0
ACC_2611c62d,11,4,4,3,54529.98,6492.780000000001,0.11906807961418656,573.5668155261111,633.7169812186112,4957.270909090909,1623.1950000000002,0,0
ACC_263410e3,1,5,1,2,1165.26,14343.759999999998,12.309493160324733,89.63051933333332,999999.0,1165.26,2868.7519999999995,0,0
ACC_2642ee18,15,13,5,3,64923.38000000001,72453.7,1.1159877997725933,494.2436056444445,538.5628563636111,4328.225333333334,5573.361538461539,0,0
ACC_264a0ece,2,11,1,5,548.03,110884.55,202.3329927193767,575.1041195913889,30.549809643611113,274.015,10080.413636363637,0,0
ACC_265fc50c,4,11,2,4,3441.02,13679.17,3.9753241771335244,587.0615634908334,418.3533341441667,860.255,1243.560909090909,0,0
ACC_26ac43c8,12,7,6,2,13645.0,28312.879999999997,2.0749637229754487,587.1552313855556,641.4893306133333,1137.0833333333333,4044.6971428571424,0,0
ACC_26d6a672,15,13,4,4,17106.350000000002,40815.07000000001,2.3859601843759775,562.1796110658333,653.8415674533333,1140.4233333333334,3139.62076923077,0,0
ACC_27644ab8,1,15,1,3,743.87,48876.64,65.70588946993426,0.0,999999.0,743.87,3258.442666666667,0,0
ACC_27ce0fd5,20,9,6,4,28232.2,138542.58999999997,4.907254482470369,711.6147709036111,689.2527130086111,1411.6100000000001,15393.621111111108,0,0
