account_id,in_degree,out_degree,unique_senders,unique_receivers,total_in,total_out,pass_through_ratio,velocity_hours,in_span_hours,avg_in_amount,avg_out_amount,label,is_passthrough
ACC_03cd889a,7,10,4,2,4302.08,335236.64,77.92431567985719,691.4835142455555,655.7889059647222,614.5828571428572,33523.664000000004,0,0
ACC_03feb0e4,6,15,3,3,2772.28,92918.4,33.51696076875352,657.4613687205555,667.0140369430555,462.0466666666666,6194.56,0,0
ACC_03ff5805,5,9,3,3,4390.61,9178.6,2.0905067860730058,573.2625470016667,661.9204676097223,878.122,1019.8444444444444,0,0
ACC_044ded75,11,8,4,2,28694.52,7525.68,0.2622688931545118,601.0186346230555,579.2385037299999,2608.592727272727,940.71,0,0
ACC_0492ef38,10,9,3,4,80457.16,93132.78,1.1575449593299094,620.9038936208333,608.4316802286111,8045.716,10348.086666666668,0,0
ACC_04a7c932,14,3,5,3,14235.970000000005,1639.7,0.1151800685165815,580.9821784627778,597.9517118041666,1016.8550000000002,546.5666666666667,0,0
ACC_04c5b187,5,10,2,6,41821.4,12891.75,0.3082572558546582,579.7423466072222,553.73123335,8364.279999999999,1289.175,0,0
ACC_04c748d5,4,10,2,3,1321.21,11612.04,8.788943468487219,472.0572644980556,480.4130371980555,330.3025,1161.204,0,0
ACC_04e29428,4,9,2,5,4427.42,96315.18,21.754245135993425,642.5071328299999,618.0633596888889,1106.855,10701.686666666666,0,0
ACC_04f1b722,16,12,6,4,12606.21,98252.56,7.793980903062856,645.8022912169445,541.3377849113889,787.888125,8187.713333333333,0,0
ACC_053f604a,12,12,5,5,34019.44,112142.69,3.296429629647049,639.1620041641667,534.2286085786111,2834.9533333333334,9345.224166666669,0,0
ACC_0558655d,13,15,5,5,18300.4,81922.11000000003,4.476520185351141,690.1491909558334,538.0876586177777,1407.723076923077,5461.474000000002,0,0
ACC_0591d453,16,9,4,2,185950.51,7307.830000000001,0.0392998653243812,674.1656712363889,624.1031044458333,11621.906875,811.9811111111112,0,0
ACC_0596e0c9,3,13,3,5,13304.3,275717.96,20.723973452192148,493.6460888805555,385.534490445,4434.766666666666,21209.07384615384,0,0
ACC_059e5d02,14,5,2,2,66762.44,23641.53,0.3541142294979033,618.041469088611,690.3732331991666,4768.745714285715,4728.3060000000005,0,0
ACC_05a61577,4,8,3,4,47521.02,66981.86,1.4095206710630368,488.0027425325,243.1114126208333,11880.255,8372.7325,0,0
ACC_05b6b388,7,9,1,4,32458.76,71578.06,2.205200075418777,590.3052939636111,486.6418449022223,4636.965714285715,7953.1177777777775,0,0
ACC_05deaabd,17,9,9,3,76192.27,43152.8,0.5663671655930451,687.7749387458333,692.0051211658333,4481.8982352941175,4794.755555555556,0,0
ACC_05eb4ad1,3,10,2,2,2970.26,201108.38000000003,67.70733201807249,608.5738387011111,498.1308210155556,990.0866666666668,20110.838000000003,0,0
ACC_063fcf05,1,14,1,3,2275.03,64115.66999999999,28.182340452653364,66.57584485805556,999999.0,2275.03,4579.6907142857135,0,0
ACC_064b3d7d,7,14,3,6,7752.32,127679.9,16.46989546355156,655.5937885766666,638.5269264205556,1107.4742857142858,9119.992857142855,0,0
ACC_066e7137,5,15,2,5,5305.58,304262.01000000007,57.3475491840666,616.4984415452777,329.5124089058333,1061.116,20284.134000000005,0,0
ACC_06751db3,2,15,1,5,1002.18,206876.33,206.4263206210461,472.46005652694447,1.5128675402777778,501.09,13791.755333333333,0,0
ACC_06a1a4c5,14,9,4,2,16989.45,40860.41999999999,2.4050466613104007,661.1110968513889,626.6869842,1213.5321428571428,4540.046666666665,0,0
ACC_06c909a3,16,3,4,1,51126.37,2107.21,0.0412157170556016,605.0602194530555,580.0658384930556,3195.398125,702.4033333333333,0,0
ACC_06cad97f,3,4,1,3,13633.34,25417.7,1.8643780614288208,183.9103234025,531.5891796069444,4544.446666666667,6354.424999999999,0,0
ACC_072b91c2,8,7,3,3,4525.93,3754.76,0.8296107098430598,572.9647153786111,653.1068046849999,565.74125,536.3942857142857,0,0
ACC_078cb7e2,10,9,3,4,298371.76,15893.49,0.0532674070763265,541.3118400925,405.6020644172222,29837.176,1765.9433333333334,0,0
ACC_078e5710,9,12,2,4,10956.72,73390.27,6.698197088179674,575.7221897391667,344.53596162611115,1217.4133333333334,6115.855833333334,0,0
ACC_07a0cd5c,13,12,4,3,61173.43999999999,77413.77,1.2654800841672469,698.5117858552777,694.6350036116667,4705.64923076923,6451.1475,0,0
ACC_080fca42,8,14,3,5,7215.07,51485.94,7.13588918749229,573.8743522036111,469.6797956469444,901.88375,3677.567142857143,0,0
ACC_082cd6f8,10,9,5,6,15498.399999999998,33745.619999999995,2.177361534093842,611.4678398808334,583.8120572822223,1549.8399999999997,3749.513333333333,0,0
ACC_082e11ac,4,4,2,3,4517.030000000001,2016.48,0.4464172254778028,204.26963871555557,300.9123446441667,1129.2575000000002,504.12,0,0
ACC_082f07fa,10,4,5,2,30005.28,5887.27,0.1962078007603994,609.7041142680555,595.4242470047222,3000.528,1471.8175,0,0
ACC_0865f9c3,8,7,3,4,10716.9,55168.63999999999,5.147816999318833,543.8679661775,535.4014235655555,1339.6125,7881.234285714285,0,0
ACC_08ac214e,11,10,4,5,10333.28,15098.19,1.4611227025687874,633.3253843719446,656.33135459,939.3890909090908,1509.819,0,0
ACC_08e4aa1f,5,10,3,5,133201.59,9476.58,0.0711446462463398,590.631376795,582.3287831866667,26640.318,947.658,0,0
ACC_08e5884e,2,6,1,2,1836.24,84493.57,46.01444800243977,144.44766882583335,223.33655119972224,918.12,14082.261666666667,0,0
ACC_08ed7fbd,27,4,5,2,56542.51,5112.2,0.0904133898548189,660.3073711719444,676.4045691938888,2094.167037037037,1278.05,0,0
ACC_091c5de6,12,3,6,2,41059.27,4249.56,0.1034981868893431,642.3782073988889,692.5251010897223,3421.605833333333,1416.5199999999998,0,0
ACC_093c6def,12,9,3,4,25067.44,25941.77,1.0348791101125605,609.2478921486112,574.3306693777778,2088.9533333333334,2882.418888888889,0,0
ACC_09a5fd22,10,6,4,2,17113.610000000004,4501.9400000000005,0.263061972313264,339.89800650666666,574.8129811980556,1711.3610000000003,750.3233333333334,0,0
ACC_09b08335,9,13,4,4,284837.64,115714.27,0.4062464146241347,683.9863832961111,577.8227159466667,31648.626666666663,8901.097692307692,0,0
ACC_09b553ce,8,14,6,6,19247.73,151159.43,7.853364007080315,552.01282632,614.3152274186111,2405.96625,10797.102142857142,0,0
ACC_09c5e234,10,3,3,2,21706.43,2234.4,0.1029372402555371,599.4992030630556,555.5878781663889,2170.643,744.8000000000001,0,0
ACC_09cdb497,7,14,3,2,140241.42,13369.84,0.0953344596767488,596.193308075,490.4913724008333,20034.488571428574,954.9885714285714,0,0
ACC_09f3d3b3,0,5,0,3,0.0,41427.59,0.0,999999.0,999999.0,0.0,8285.518,0,0
ACC_0a2cd1e5,5,14,2,2,7834.05,61590.76000000001,7.861930929723452,676.5178430000001,631.4100364927779,1566.81,4399.340000000001,0,0
ACC_0a5a9a51,4,8,2,3,2055.65,110024.56,53.52300245664389,604.0593111922223,463.3172061408333,513.9125,13753.070000000002,0,0
ACC_0a769683,4,15,1,5,33781.73,44215.94,1.3088713929097175,539.9327044216667,419.1974963838889,8445.4325,2947.729333333333,0,0
ACC_0a8ee6c0,7,6,3,3,109469.37,52834.76,0.4826442318979272,682.7682355002778,537.9480541963889,15638.481428571427,8805.793333333333,0,0
ACC_0ae0d9c1,1,10,1,2,390.69,6353.91,16.263303386316515,74.20432753833333,999999.0,390.69,635.391,0,0
ACC_0af36724,11,5,6,3,71389.08000000002,41056.740000000005,0.5751123281039621,644.1738400497222,607.6448890877778,6489.9163636363655,8211.348000000002,0,0
ACC_0b1bf689,15,15,6,4,57574.70000000001,241945.14,4.202282252447689,681.1103038044445,579.5228431691667,3838.313333333334,16129.676,0,0
ACC_0b26508b,5,7,3,3,6374.6900000000005,42932.97,6.73491103096778,426.7959451886112,322.4111337161111,1274.938,6133.2814285714285,0,0
ACC_0b349797,3,11,2,5,103175.4,82696.75999999998,0.8015162529052466,63.510094075,30.0889607475,34391.8,7517.887272727271,0,0
ACC_0b3bdb16,13,7,4,4,392547.03,62379.69,0.1589101056247961,419.3455960125,570.1794421613889,30195.92538461538,8911.384285714286,0,0
ACC_0b47c389,6,7,3,3,16833.41,8657.66,0.5143140932229417,468.8795798847222,650.1377606799999,2805.568333333333,1236.8085714285714,0,0
ACC_0b5fe37f,16,14,7,3,106276.23,11553.06,0.1087078455831562,648.4929790013889,704.0932243158334,6642.264375,825.2185714285715,0,0
ACC_0b861201,10,14,3,4,24620.03,141480.93,5.746578294177546,666.1086599336111,650.7074675822222,2462.003,10105.780714285716,0,0
ACC_0b92fe6f,18,5,5,2,82672.94,2504.82,0.0302979427125731,504.606921435,625.9179011933334,4592.941111111111,500.96400000000006,0,0
ACC_0bb5355c,4,5,2,3,1549.37,9043.74,5.837043443464117,596.8120404244445,377.3894766477778,387.3425,1808.748,0,0
ACC_0bef8487,16,3,4,3,41680.56,41862.77,1.004371582339585,425.9460858138889,558.6347552358333,2605.035,13954.256666666666,0,0
ACC_0bf6cc4c,24,6,6,3,79466.14000000001,38857.2,0.4889780729251477,690.0567436533333,678.9813272041667,3311.089166666667,6476.200000000001,0,0
ACC_0c02a69a,10,9,4,4,58542.990000000005,18334.710000000003,0.3131836962888298,617.8467918075,640.055572583889,5854.299000000001,2037.1900000000005,0,0
ACC_0c2dc1f4,12,14,4,2,94100.52000000002,163234.74000000002,1.7346847817631612,565.12112811,612.0108542558334,7841.710000000002,11659.624285714288,0,0
ACC_0c40a6c2,8,7,4,5,100289.15,34893.32,0.3479271685920162,613.4405775116667,569.7491489544444,12536.14375,4984.76,0,0
ACC_0cf7e57d,4,6,1,3,29400.77,13041.68,0.4435829401746961,428.5025694855556,481.16869548555553,7350.1925,2173.613333333333,0,0
ACC_0d176e27,10,14,5,2,79563.91999999998,39059.28999999999,0.4909171141894466,624.7688937361112,520.9899437816666,7956.391999999998,2789.949285714285,0,0
ACC_0d8bf4ae,13,12,6,2,56265.29000000001,109236.32,1.9414512926175265,608.6560845313888,565.5308833341667,4328.099230769231,9103.026666666668,0,0
ACC_0dad8ebd,3,15,2,4,4630.92,45081.15,9.73481511233189,382.4915242894445,438.65976321444447,1543.64,3005.4100000000003,0,0
ACC_0db73b78,5,10,2,3,10917.02,138134.27000000002,12.653111380211817,696.3885244661112,398.8940367569445,2183.404,13813.427,0,0
ACC_0dbffb4c,3,10,3,2,40437.58,13384.15,0.3309829618884216,313.5727767691667,254.1169255511111,13479.193333333336,1338.4150000000002,0,0
ACC_0dc16426,9,10,4,3,10095.44,165661.27,16.409514592727014,711.5717233947222,705.6293597616667,1121.7155555555555,16566.127,0,0
ACC_0dcb1819,3,7,1,3,6345.98,35863.4,5.651357237180074,481.45029124333337,598.7021643927777,2115.3266666666664,5123.342857142858,0,0
ACC_0de44082,22,4,6,2,112467.38,63711.83,0.5664916351745725,586.1455670613889,716.2104924013888,5112.153636363636,15927.9575,0,0
ACC_0deae1f4,18,3,7,2,116574.51,3547.63,0.0304322960482527,394.30728772861113,538.1608276147222,6476.361666666667,1182.5433333333333,0,0
ACC_0e7463ad,10,5,3,4,61884.13999999999,196158.1,3.169763690664523,642.0949874380556,641.4088245772223,6188.413999999999,39231.62,0,0
ACC_0e7f1bf5,9,11,4,5,19906.99,78645.58999999998,3.950652007159294,374.67101534277776,387.7507923647222,2211.887777777777,7149.59909090909,0,0
ACC_0e89ef14,6,6,2,5,101641.3,56874.51,0.5595610248983436,617.3956637944444,552.223675615,16940.216666666664,9479.085,0,0
ACC_0ea5521a,3,13,3,3,44259.69,47381.84999999999,1.070541840668111,310.5122668255556,429.9076301480556,14753.23,3644.757692307692,0,0
ACC_0f02b085,10,5,4,4,281295.76,82108.5,0.2918938415566591,374.7882788230556,517.8523076586112,28129.576,16421.7,0,0
ACC_0f2c0d6a,15,5,3,2,15027.64,9451.04,0.628910460990548,690.5602059247221,624.9695345483334,1001.8426666666668,1890.208,0,0
ACC_0f4a407f,7,3,3,3,52669.7,9038.18,0.1716011293020465,415.68998771416665,550.0359982019444,7524.242857142856,3012.726666666667,0,0
ACC_0f4c9025,11,4,3,4,52122.920000000006,3313.42,0.0635693472276687,652.0466542447223,639.8308595538888,4738.447272727273,828.355,0,0
ACC_0f7ce676,6,6,4,4,8750.57,96636.58,11.04346116881529,645.2200833688888,518.9153565119444,1458.4283333333333,16106.096666666666,0,0
ACC_0fe5326d,0,4,0,3,0.0,3911.71,0.0,999999.0,999999.0,0.0,977.9275,0,0
ACC_1001d547,8,4,4,1,241045.65,2003.24,0.0083106249791273,582.2665686519445,522.8271189005555,30130.706250000003,500.81,0,0
ACC_105376a7,5,7,2,5,8957.01,4408.669999999999,0.4922033133824791,685.6295625297222,622.407744048889,1791.402,629.8099999999998,0,0
ACC_10555e12,17,11,6,6,57185.17,106939.91,1.8700636895894511,593.05660373,713.7756772002779,3363.8335294117646,9721.81,0,0
ACC_1063a563,10,8,4,4,10862.990000000002,9143.44,0.8417056445785182,599.6777196225,501.4964612136111,1086.2990000000002,1142.9299999999998,0,0
ACC_109a8aba,8,14,3,4,5788.33,66730.7,11.528489218824772,521.5951709775,581.07743218,723.54125,4766.478571428571,0,0
ACC_10d2e522,11,5,6,3,12181.61,59042.44,4.846850293187846,548.6470244975,530.1193279805556,1107.419090909091,11808.488,0,0
ACC_11227a01,19,3,9,2,65693.66,1996.46,0.0303904516813342,591.3837081108333,659.401270475,3457.561052631579,665.4866666666667,0,0
ACC_112a8eac,16,13,5,5,75737.57,27584.35,0.3642095990140692,534.7085953344445,698.9447273158333,4733.598125,2121.873076923077,0,0
ACC_1168b4b2,15,15,5,2,475810.1899999999,427398.6,0.8982544068675792,659.5244732494444,697.7276697283334,31720.679333333326,28493.24,0,0
ACC_11740c1f,4,9,2,4,17267.5,37446.780000000006,2.1686277689300715,501.4676858763889,487.8518497911112,4316.875,4160.753333333334,0,0
ACC_11914b20,8,10,3,5,40523.31,47656.34,1.176022886580588,371.721638055,548.89698875,5065.41375,4765.634,0,0
ACC_11adceaf,0,12,0,4,0.0,18973.72,0.0,999999.0,999999.0,0.0,1581.1433333333334,0,0
ACC_11b46045,10,10,5,2,28179.26,39616.12,1.405860906212583,681.8608959288889,588.3710210430556,2817.9260000000004,3961.612,0,0
ACC_11c98ac2,7,7,4,5,6153.19,81869.04,13.30513766030303,655.9011740741666,648.7788829997222,879.0271428571428,11695.577142857142,0,0
ACC_11d8f4a0,14,13,4,5,14417.469999999998,30300.18,2.101629481455485,682.3964509369445,710.848166696389,1029.8192857142856,2330.783076923077,0,0
ACC_11e7794d,8,12,3,5,14077.89,13771.44,0.9782318230928072,698.9951141219444,703.3334744966667,1759.73625,1147.62,0,0
ACC_11e7b857,4,10,3,2,5316.780000000001,50678.73999999999,9.531848223925005,474.312888275,392.3398357575,1329.1950000000002,5067.873999999999,0,0
ACC_1239b5b8,5,6,2,4,4593.8,83719.45999999999,18.22444599242457,635.3944663983334,488.2680931288889,918.76,13953.243333333332,0,0
ACC_12441692,6,15,2,6,3512.3300000000004,155918.59000000003,44.3917826627908,516.5624529444444,360.01940662777776,585.3883333333334,10394.572666666669,0,0
ACC_125320bb,3,6,2,2,4117.02,103933.43,25.24482028263162,497.7242694980556,160.47419638305556,1372.34,17322.238333333335,0,0
ACC_126b13ac,0,8,0,3,0.0,12790.2,0.0,999999.0,999999.0,0.0,1598.775,0,0
ACC_129e762d,9,11,4,3,103885.37,208454.64,2.006583217636901,700.21760931,686.5517121180555,11542.81888888889,18950.421818181818,0,0
ACC_12abc13b,8,12,4,4,39958.62,21186.959999999995,0.530222515191966,542.7634389383334,511.292920105,4994.8275,1765.5799999999997,0,0
ACC_12b258fd,13,13,5,5,47229.98,18970.12,0.4016542035376682,677.1236353661111,688.3609693433333,3633.075384615385,1459.24,0,0
ACC_12d83ab6,15,7,4,3,37041.76,82802.18000000001,2.2353738051323697,682.3244892111112,599.6037807902778,2469.4506666666666,11828.882857142858,0,0
ACC_131f6242,5,13,1,3,5466.3,30477.55,5.575535554214002,602.2484090041667,554.0176955022223,1093.26,2344.4269230769232,0,0
ACC_13405dca,11,8,5,4,380828.7,39163.73999999999,0.1028382052087985,617.9218749900001,664.2210645486111,34620.79090909091,4895.467499999999,0,0
ACC_13455b93,3,14,2,5,2562.9,55537.86000000001,21.66992859651177,349.97330708388887,161.42283262361113,854.2999999999998,3966.9900000000007,0,0
ACC_13bbefb8,2,15,1,3,60546.66,19431.63,0.3209364480220709,210.3483009002778,147.47363901361112,30273.33,1295.442,0,0
ACC_13c11d39,15,13,5,5,17478.929999999997,13530.61,0.7741097424155828,556.6783466897222,673.6554652525,1165.2619999999995,1040.8161538461538,0,0
ACC_13d7c54b,12,9,5,3,20191.47,24465.36,1.2116680954878474,588.2978446369444,548.1781423569444,1682.6224999999995,2718.373333333333,0,0
ACC_13eb855a,5,11,2,4,232733.22,47856.48,0.2056280577392432,652.2943823155555,634.094025693889,46546.644,4350.589090909091,0,0
ACC_13f849d6,9,8,5,4,13815.93,54974.73,3.9790828413288137,598.9982780344444,652.5635766738889,1535.1033333333337,6871.84125,0,0
ACC_13fef92d,1,10,1,4,788.77,168268.7,213.330501920712,554.0174665091666,999999.0,788.77,16826.870000000003,0,0
ACC_142a61e9,10,8,3,5,37385.52,87258.34,2.3340143456611004,657.3652777375,711.4279681205555,3738.5520000000006,10907.2925,0,0
ACC_1440405c,6,12,2,5,38799.6,27714.969999999998,0.7143107145434487,633.3325216683332,542.2612993897222,6466.599999999999,2309.580833333333,0,0
ACC_1441e8f2,24,14,10,3,110404.63,76993.55,0.6973760973611343,716.8111745655556,663.2631600752778,4600.192916666667,5499.539285714286,0,0
ACC_14583fc4,17,8,6,3,28819.66,10188.079999999998,0.353511457109487,643.334008881111,593.2773374491666,1695.2741176470586,1273.5099999999998,0,0
ACC_147efa82,0,6,0,3,0.0,58874.39000000001,0.0,999999.0,999999.0,0.0,9812.398333333334,0,0
ACC_14a8482b,3,10,1,4,5817.620000000001,43057.670000000006,7.401251714618692,608.457422891111,643.8436248847223,1939.206666666667,4305.767000000001,0,0
ACC_14c8ec3a,7,6,2,4,234746.45,7360.759999999999,0.0313562143325277,573.020009605,609.6152845516666,33535.20714285714,1226.7933333333333,0,0
ACC_14ed71d5,7,5,3,3,23875.4,5715.830000000001,0.2394024812149744,514.7636759872222,607.1701415377778,3410.7714285714287,1143.1660000000002,0,0
ACC_14f186d2,3,12,2,3,1855.06,31947.87,17.22201438228413,461.9838178680556,453.7393065777778,618.3533333333334,2662.3225,0,0
ACC_14f40acf,7,3,3,2,248642.68,965.3,0.0038822779741595,623.9289048100001,655.3461502252778,35520.38285714285,321.76666666666665,0,0
ACC_14fee4ee,10,12,5,6,10900.37,20250.36,1.8577681308065688,471.8076970438889,654.3185980961111,1090.0369999999998,1687.5299999999995,0,0
ACC_15342272,5,9,4,5,200854.88,139372.49,0.693896458975754,656.0879538438888,316.8240934047222,40170.976,15485.83222222222,0,0
ACC_155caf4d,5,9,3,2,5875.92,10599.260000000002,1.803846886955575,466.4100279483334,429.9549459213889,1175.184,1177.6955555555558,0,0
ACC_15c8efab,13,12,6,5,12831.22,210798.76,16.428582784801446,689.6447854111111,692.8850035508333,987.0169230769231,17566.563333333335,0,0
ACC_15d0e41a,2,3,1,3,2679.69,46771.76,17.45416820602383,424.49907346944445,205.03355457,1339.845,15590.586666666668,0,0
ACC_15d295b7,5,7,3,3,3464.6199999999994,110121.81,31.784671912071172,544.7164722627778,473.0963738536111,692.9239999999999,15731.687142857145,0,0
ACC_160fc05e,11,13,4,4,75251.26000000001,27391.01,0.3639940381064715,638.7462942130555,593.9657493455555,6841.023636363637,2107.000769230769,0,0
ACC_162efded,7,15,3,5,18708.4,92834.79,4.962198263881465,649.2653041030555,597.5237475641667,2672.628571428572,6188.986000000001,0,0
ACC_164cdf2d,16,6,4,3,83986.04,44643.35999999999,0.5315569111247536,466.5867735111111,631.4018628097222,5249.1275,7440.559999999999,0,0
ACC_1651455c,6,14,2,6,7414.580000000001,221921.94,29.930480216006835,581.4297526091666,458.9263857766666,1235.7633333333335,15851.56714285714,0,0
ACC_165b6974,7,9,1,4,6956.129999999999,60810.42,8.74199015832079,650.3630016841666,669.1492516841666,993.732857142857,6756.713333333333,0,0
ACC_16607a58,9,5,4,2,10294.73,2507.0400000000004,0.243526542221117,457.80741835944445,515.1080739836111,1143.858888888889,501.4080000000001,0,0
ACC_1674f0ab,5,8,2,2,194684.66,5528.48,0.0283971012405394,505.69267214194446,548.1436354386111,38936.932,691.06,0,0
ACC_16c37537,12,14,3,5,18191.57,67987.0,3.7372805095986767,692.4216136633333,677.1180076697221,1515.9641666666666,4856.214285714285,0,0
ACC_171889fa,3,5,1,2,3251.6,3316.2200000000003,1.0198732931479888,228.44699205416663,99.9545662277778,1083.8666666666666,663.244,0,0
ACC_17286b18,5,15,2,6,5681.07,68511.62,12.059633132490886,360.1525518477778,371.58314965638885,1136.214,4567.441333333333,0,0
ACC_174d7d26,6,8,2,5,211317.5,48864.02,0.231235084647509,334.5869775230556,367.1867839425,35219.583333333336,6108.0025,0,0
ACC_177dc952,7,7,4,4,65479.89,44602.37,0.6811613458727558,543.2593166836111,585.466637873611,9354.27,6371.767142857143,0,0
ACC_179ad257,16,3,5,3,115315.39,1874.87,0.0162586277512481,575.2055308213888,666.7647800730556,7207.211875,624.9566666666667,0,0
ACC_17b7738c,20,12,8,4,96860.54,22796.96,0.2353585887503827,682.8106794708333,596.3663756544445,4843.027,1899.746666666667,0,0
ACC_17ca6a88,21,9,6,2,35302.69,49995.15,1.416185282198042,665.88926829,677.0617445752778,1681.0804761904762,5555.016666666666,0,0
ACC_17eb001c,5,5,3,2,40775.48999999999,109608.91,2.688107733346675,501.7090419841666,485.6896860661111,8155.097999999998,21921.782,0,0
ACC_181e8883,3,9,1,6,50633.44,124192.68,2.452779822978648,592.4191474605556,431.5205119308333,16877.813333333335,13799.186666666668,0,0
ACC_181fa373,22,6,7,2,190890.83,9397.0,0.0492270896407124,588.6177865186111,701.6562651555556,8676.85590909091,1566.1666666666667,0,0
ACC_182410a2,4,7,3,2,4717.24,8949.039999999999,1.8970923675708675,684.8380322516667,701.9160683919445,1179.31,1278.4342857142856,0,0
ACC_182bdbc7,5,3,4,3,6349.72,10102.73,1.5910512589531505,637.1141547713889,610.9297611999999,1269.944,3367.5766666666664,0,0
ACC_1831557b,2,10,2,5,1265.77,141595.27,111.8649280675004,644.4792220316667,121.49679475361113,632.885,14159.526999999998,0,0
ACC_18325125,5,3,3,2,7620.13,56665.97,7.436352135724719,561.5534348625,428.19542829722224,1524.026,18888.656666666662,0,0
ACC_189a37dd,8,15,3,4,37459.53,17307.329999999998,0.462027419991655,680.1189044777777,668.1704715430556,4682.44125,1153.822,0,0
ACC_18c34706,8,13,3,5,247946.94,157588.12000000002,0.6355719493856227,564.2220308747222,419.10836398916666,30993.3675,12122.16307692308,0,0
