account_id,in_degree,out_degree,unique_senders,unique_receivers,total_in,total_out,pass_through_ratio,velocity_hours,in_span_hours,avg_in_amount,avg_out_amount,label,is_passthrough,risk_score,reason
ACC_10b7bace,12,10,4,4,364240.09,212347.83,0.5829886270893465,559.0910431466667,560.1246985966667,30353.34083333333,21234.783,0,0,0.0,received money from 4 different senders
ACC_111be9ff,9,12,4,2,11000.3,260876.35,23.715385034953595,680.700291338889,646.0520851541667,1222.2555555555557,21739.69583333333,0,0,0.0,received money from 4 different senders; passed on 2372% of everything it received
ACC_1171811f,1,15,1,3,664.97,200600.05000000005,301.6678196008843,560.7988901308333,999999.0,664.97,13373.33666666667,0,0,0.0,passed on 30167% of everything it received
ACC_1178d4ba,13,10,5,4,58433.27000000001,98196.26,1.6804854494708237,631.5374512855556,686.0493146638889,4494.866923076924,9819.626,0,0,0.0,received money from 5 different senders; passed on 168% of everything it received
ACC_1193a03a,12,5,3,4,15836.05,23125.1,1.4602820779171573,562.2189742666667,668.1822202411112,1319.6708333333331,4625.02,0,0,0.0,received money from 3 different senders; passed on 146% of everything it received
ACC_11a6f905,7,4,4,3,225343.8,2044.11,0.0090710727341954,674.6221242833333,637.7378325502777,32191.971428571425,511.0275,0,0,0.0,received money from 4 different senders
ACC_11d573fc,5,9,2,2,4793.389999999999,162465.33999999997,33.8936201727796,690.6320683386111,459.5599872213888,958.678,18051.70444444444,0,0,0.0,received money from 2 different senders; passed on 3389% of everything it received
ACC_1219face,18,15,6,3,51367.3,14738.040000000005,0.2869148271371087,629.8538924594445,676.2250810422222,2853.7388888888886,982.5360000000002,0,0,0.0,received money from 6 different senders
ACC_127dc194,6,6,3,4,114902.18,31407.07,0.273337459741843,499.5269806888889,244.64982855388888,19150.36333333333,5234.511666666666,0,0,0.0,received money from 3 different senders
ACC_12c5459a,2,3,2,3,405.49,3765.82,9.287084761646405,584.7904469397222,501.7198561194445,202.745,1255.2733333333333,0,0,0.0,passed on 929% of everything it received
ACC_12e3fa33,0,9,0,5,0.0,20796.390000000003,0.0,999999.0,999999.0,0.0,2310.7100000000005,0,0,0.3,flagged by the model based on a combination of subtler behavioral signals
ACC_13373350,10,4,7,3,6503.99,3661.45,0.5629544325867659,457.87756271555554,588.3385291441667,650.399,915.3625,0,0,0.0,received money from 7 different senders
ACC_137d63dc,9,5,3,3,128418.77,79444.09,0.6186330082432654,510.15034353944446,429.7784073575,14268.75222222222,15888.818,0,0,0.0,received money from 3 different senders
ACC_13a69568,7,15,2,3,12669.4,423448.82,33.42295767755379,634.7450661338889,586.5887180261111,1809.9142857142856,28229.92133333333,0,0,0.0,received money from 2 different senders; passed on 3342% of everything it received
ACC_13b04220,13,15,4,3,61105.82,17342.769999999997,0.2838153550676514,674.6653407052778,621.9177605158334,4700.447692307693,1156.1846666666663,0,0,0.0,received money from 4 different senders
ACC_13b5c93a,10,5,2,3,338212.54000000004,3827.01,0.0113153994822309,672.3717063975,533.4468514711111,33821.254,765.402,0,0,0.0,received money from 2 different senders
ACC_13ba11b4,8,15,4,6,36132.94,50272.7,1.3913260310398212,640.8029079627777,490.6625246108333,4516.6175,3351.5133333333333,0,0,0.0,received money from 4 different senders; passed on 139% of everything it received
ACC_13c4bb8c,6,8,2,3,2091.55,52125.36,24.9218809017236,438.5726585752778,311.6060307877778,348.5916666666667,6515.67,0,0,0.0,received money from 2 different senders; passed on 2492% of everything it received
ACC_13d9acb7,10,15,3,2,51426.56,59591.9,1.158776709933544,615.8159104152778,688.7991990797221,5142.656,3972.793333333333,0,0,0.0,received money from 3 different senders; passed on 116% of everything it received
ACC_13ee559c,2,15,2,6,949.7,223559.42,235.40004211856376,406.9246044188889,33.244074555,474.85,14903.961333333336,0,0,0.0,passed on 23540% of everything it received
ACC_140e0d9b,4,14,3,3,12314.22,109962.75,8.929737328064629,562.8543601050001,558.6808886922222,3078.555,7854.482142857143,0,0,0.0,passed on 893% of everything it received
ACC_141002e0,8,4,5,3,6600.68,9993.15,1.5139576528478882,456.55051065861113,579.1901675063889,825.085,2498.2875,0,0,0.0,received money from 5 different senders; passed on 151% of everything it received
ACC_14205305,13,4,5,3,49454.73,5184.59,0.1048350683544324,655.1455681691667,639.6507937902777,3804.21,1296.1475,0,0,0.0,received money from 5 different senders
ACC_142b1651,6,13,2,2,3759.1,19702.5,5.241281157723923,550.1300799577778,651.9230417713889,626.5166666666667,1515.5769230769229,0,0,0.0,received money from 2 different senders; passed on 524% of everything it received
ACC_1446ddcb,11,9,5,5,23749.46,76350.53,3.214832253028069,563.0965772530556,543.2222183294444,2159.041818181818,8483.392222222223,0,0,0.0,received money from 5 different senders; passed on 321% of everything it received
ACC_14596805,12,11,5,2,70662.62000000001,297922.94,4.216132093601964,614.9329579144445,618.0135467294444,5888.551666666667,27083.90363636364,0,0,0.0,received money from 5 different senders; passed on 422% of everything it received
ACC_1472744d,16,4,6,2,73796.23000000001,40912.77,0.5544018983083552,598.5241448680556,611.0600302066667,4612.264375000001,10228.1925,0,0,0.0,received money from 6 different senders
ACC_1496bcc9,2,14,1,3,2009.92,19139.24,9.522388950804014,586.142855485,106.73861639194445,1004.96,1367.0885714285716,0,0,0.0,passed on 952% of everything it received
ACC_160a5861,14,9,4,3,14702.21,55005.11,3.7412817528793294,544.9277921058333,544.9711661724999,1050.157857142857,6111.678888888889,0,0,0.0,received money from 4 different senders; passed on 374% of everything it received
ACC_1614b573,13,8,3,3,9696.86,34444.3,3.552108620728772,662.7803161730556,637.8354789325,745.9123076923078,4305.5375,0,0,0.0,received money from 3 different senders; passed on 355% of everything it received
ACC_16a5f948,6,5,3,2,3669.34,3532.21,0.9626281565622156,640.0762570519444,659.6779442808333,611.5566666666667,706.442,0,0,0.0,received money from 3 different senders; passed on 96% of everything it received
ACC_16c7e717,14,6,6,2,408254.20000000007,142951.46000000002,0.3501530663983371,582.8271952483334,647.6592534338888,29161.01428571429,23825.243333333336,0,0,0.0,received money from 6 different senders
ACC_17095e41,17,14,6,2,40368.84,17403.239999999998,0.4311057736610712,632.9921088316667,671.4337189247223,2374.6376470588234,1243.0885714285712,0,0,0.0,received money from 6 different senders
ACC_171bb2db,9,3,3,3,7580.73,5659.7300000000005,0.7465943253486143,551.3432485558333,575.4056696333333,842.3033333333333,1886.5766666666668,0,0,0.5,received money from 3 different senders; passed on 75% of everything it received
ACC_1753d6e3,9,3,3,3,6958.52,21408.82,3.0766341118513703,566.7685049258333,590.7011463688888,773.1688888888889,7136.2733333333335,0,0,0.0,received money from 3 different senders; passed on 308% of everything it received
ACC_175f704e,5,3,4,2,22993.960000000003,897.76,0.0390432965874516,540.1032997486111,308.8317248227778,4598.792,299.25333333333333,0,0,0.0,received money from 4 different senders
ACC_1765dfb4,18,5,4,3,13754.19,4780.509999999999,0.347567541236525,556.3353084569444,581.9566699341666,764.1216666666666,956.102,0,0,0.0,received money from 4 different senders
ACC_17ad8e70,10,11,3,5,17592.17,60556.8,3.442258686677085,372.62539602916667,588.8596178594445,1759.217,5505.163636363636,0,0,0.0,received money from 3 different senders; passed on 344% of everything it received
ACC_17ceaf27,11,6,5,3,11461.170000000002,150763.77000000002,13.154308853284611,629.8614162488889,559.3947449063888,1041.9245454545455,25127.295,0,0,0.0,received money from 5 different senders; passed on 1315% of everything it received
ACC_17f67cf2,5,6,4,5,3419.6600000000003,74132.82,21.67841832228935,534.4299990897222,535.6883808963888,683.932,12355.47,0,0,0.0,received money from 4 different senders; passed on 2168% of everything it received
ACC_17fa92a0,5,3,2,2,43823.95,67553.09,1.5414651121133534,578.883295075,518.8091798175,8764.79,22517.696666666667,0,0,1.0,received money from 2 different senders; passed on 154% of everything it received
ACC_18793d6c,6,3,3,2,6537.32,679.63,0.1039615622303941,405.0031727277778,400.1056533544445,1089.5533333333333,226.5433333333333,0,0,0.0,received money from 3 different senders
ACC_187b4237,4,9,1,4,9422.91,152377.02000000002,16.1709089867143,209.7543121936111,302.17102529416667,2355.7275,16930.780000000002,0,0,0.0,passed on 1617% of everything it received
ACC_18fb1fae,11,6,3,4,12282.58,21552.99,1.7547608075827716,533.6257056144444,615.2097596222221,1116.5981818181815,3592.1649999999995,0,0,0.0,received money from 3 different senders; passed on 175% of everything it received
ACC_191e8f21,7,4,4,3,9682.51,16472.29,1.701241723478726,621.5148036963889,669.0354000119445,1383.2157142857145,4118.0725,0,0,0.0,received money from 4 different senders; passed on 170% of everything it received
ACC_19266db2,5,8,3,2,16505.44,6953.92,0.4213107920782482,475.4049772386112,470.8532818741667,3301.088,869.24,0,0,0.0,received money from 3 different senders
ACC_1926951a,8,8,3,4,11571.69,7675.69,0.6633162485341381,428.5883170933333,511.8005385972223,1446.46125,959.46125,0,0,0.0,received money from 3 different senders
ACC_19428fcf,10,4,3,3,12141.93,3599.6,0.2964602826733476,310.8407242133333,694.0913083080555,1214.193,899.9,0,0,0.0,received money from 3 different senders
ACC_1980dc41,16,5,4,2,439947.93000000005,3975.71,0.0090367739655008,364.5474743119444,639.4039529216667,27496.745625000003,795.142,0,0,0.1,received money from 4 different senders
ACC_1991fafa,0,3,0,2,0.0,3227.0200000000004,0.0,999999.0,999999.0,0.0,1075.6733333333334,0,0,0.1,flagged by the model based on a combination of subtler behavioral signals
ACC_19e18f34,11,4,3,1,329139.61000000004,160762.81999999998,0.4884335252144218,400.9751956727778,678.5895874544444,29921.78272727273,40190.705,0,0,0.0,received money from 3 different senders
ACC_1a0cc562,3,4,2,3,4632.23,19630.01,4.237701927581317,450.2016577647222,246.8909740886112,1544.0766666666666,4907.5025000000005,0,0,0.2,passed on 424% of everything it received
ACC_1ace18ca,17,9,6,3,13890.98,13919.47,1.0020509712057757,682.0766675136111,637.8285130013888,817.1164705882353,1546.607777777778,0,0,0.0,received money from 6 different senders; passed on 100% of everything it received
ACC_1ae92f8a,20,5,6,2,70220.26,46446.07,0.6614340362738618,508.40085045555554,615.8301811472222,3511.013,9289.214,0,0,0.0,received money from 6 different senders
ACC_1af03686,8,7,3,2,4035.14,4092.39,1.0141878596529488,525.4688618377778,649.2739689477778,504.3925,584.6271428571429,0,0,0.0,received money from 3 different senders; passed on 101% of everything it received
ACC_1b0c0180,9,8,4,3,74282.18000000001,8687.67,0.1169549682036795,517.31635809,512.5587652872222,8253.575555555557,1085.95875,0,0,0.0,received money from 4 different senders
ACC_1b247565,9,4,2,2,6520.860000000001,6862.16,1.0523397220612003,501.9132339813889,646.4620466380557,724.5400000000001,1715.54,0,0,0.0,received money from 2 different senders; passed on 105% of everything it received
ACC_1b5129cf,3,8,1,2,58650.93,6537.29,0.1114609776861168,481.83402852555554,654.1806337488889,19550.31,817.16125,0,0,0.0,flagged by the model based on a combination of subtler behavioral signals
ACC_1b57a51a,3,9,1,4,1616.73,46601.13,28.824312037260395,464.4485478627778,405.7332225144445,538.91,5177.903333333333,0,0,0.0,passed on 2882% of everything it received
ACC_1c0170b1,9,6,3,3,16474.13,1471.14,0.0893000115939354,549.4065771094445,528.2943710811111,1830.458888888889,245.19,0,0,0.0,received money from 3 different senders
ACC_1c054460,14,4,3,2,79082.27000000002,7086.299999999999,0.0896066842795483,690.2433368538889,658.1888394919443,5648.733571428573,1771.5749999999998,0,0,0.0,received money from 3 different senders
ACC_1c166ad0,7,7,3,5,3282.94,6466.870000000001,1.969841057101257,613.2166874191666,604.4971110316666,468.99142857142857,923.8385714285716,0,0,0.1,received money from 3 different senders; passed on 197% of everything it received
ACC_1c168178,1,6,1,3,17339.38,8607.57,0.4964174036211213,296.28232554944447,999999.0,17339.38,1434.595,0,0,0.0,flagged by the model based on a combination of subtler behavioral signals
ACC_1c2400a3,11,14,2,2,7433.139999999999,15191.56,2.0437607794283443,584.3861709197223,523.4198336544445,675.7399999999999,1085.1114285714286,0,0,0.0,received money from 2 different senders; passed on 204% of everything it received
ACC_1cbef39b,9,5,5,2,30666.73,69228.48,2.257445772666339,490.80169556583337,662.6962294624999,3407.4144444444446,13845.696,0,0,0.0,received money from 5 different senders; passed on 226% of everything it received
ACC_1ce5d067,11,13,3,2,11795.149999999998,23904.09,2.026603307291557,561.7421882433333,688.7977340011112,1072.2863636363634,1838.7761538461536,0,0,0.0,received money from 3 different senders; passed on 203% of everything it received
ACC_1d273b81,8,10,3,3,17196.25,15995.990000000002,0.9302022243221634,624.8010607819444,540.4360177325,2149.53125,1599.5990000000002,0,0,0.0,received money from 3 different senders; passed on 93% of everything it received
ACC_1dc001bd,20,5,6,4,18950.38,60079.21,3.170343285992154,662.7819934330556,671.6502699833334,947.519,12015.842,0,0,0.0,received money from 6 different senders; passed on 317% of everything it received
ACC_1dfeb7d8,10,7,4,2,11847.62,25369.95,2.1413541285085107,612.6363225566666,626.0022505044444,1184.762,3624.278571428572,0,0,0.0,received money from 4 different senders; passed on 214% of everything it received
ACC_1e31b9dd,2,14,1,3,999.61,104246.49,104.28716199317736,511.7075392883333,349.86552725972217,499.805,7446.177857142858,0,0,0.0,passed on 10429% of everything it received
ACC_1e4553ad,15,12,6,2,64168.37,62101.89000000001,0.9677959717536848,656.6743303291667,654.7861021633333,4277.891333333334,5175.1575,0,0,0.0,received money from 6 different senders; passed on 97% of everything it received
ACC_1e502e81,5,14,3,4,5072.379999999999,74354.68000000001,14.658736135699616,494.0472235627778,395.2549647772222,1014.476,5311.048571428572,0,0,0.0,received money from 3 different senders; passed on 1466% of everything it received
